QuestionId,WholeAssignment,ConstructName,SubjectName,QuestionText,CorrectAnswer,ConstructId,SubjectId,Answer,Answer_value,Misconception,MisconceptionId
1392,"Given the sector angle on a pie chart, calculate the frequency of a group. Pie Chart. The pie chart shows the favourite subjects of children at a school.

If \( 18 \) students chose Science, how many chose French? ![A pie chart split into four parts, labelled with school subjects. The part for Mathematics is 144 degrees, Science is 36 degrees, English is 72 degrees and French is 108 degrees.]()","Given the sector angle on a pie chart, calculate the frequency of a group",Pie Chart,"The pie chart shows the favourite subjects of children at a school.

If \( 18 \) students chose Science, how many chose French? ![A pie chart split into four parts, labelled with school subjects. The part for Mathematics is 144 degrees, Science is 36 degrees, English is 72 degrees and French is 108 degrees.]()",B,2867,109,AnswerCText,\( 108 \),MisconceptionCId,2331.0
1394,Identify the net of a prism. Nets. This is the net of a... ![An image of six connected rectangles. The six rectangles are 3 lots of identical rectangle pairs. There is a central rectangle with identical rectangles attached to the left and right of it. It then has identical rectangles attached to its top and bottom sides. Below the rectangle attached to the bottom side is another attached rectangle which is identical to the central rectangle.](),Identify the net of a prism,Nets,This is the net of a... ![An image of six connected rectangles. The six rectangles are 3 lots of identical rectangle pairs. There is a central rectangle with identical rectangles attached to the left and right of it. It then has identical rectangles attached to its top and bottom sides. Below the rectangle attached to the bottom side is another attached rectangle which is identical to the central rectangle.](),B,2451,85,AnswerCText,Cube,MisconceptionCId,1043.0
1395,"Identify parallel lines written in the form y = mx + c. Parallel Lines. Tom and Katie are arguing about parallel lines. 
Tom says \( \boldsymbol{y}=\mathbf{5} \boldsymbol{x}+\mathbf{7} \) and \( \boldsymbol{y}=\mathbf{3 x + 7} \) are parallel. 
Katie says \( \boldsymbol{y}=\mathbf{5} \boldsymbol{x}+\mathbf{7} \) and \( \boldsymbol{y}=\mathbf{5} \boldsymbol{x}-\mathbf{2 2} \) are parallel. 
Who is correct?",Identify parallel lines written in the form y = mx + c,Parallel Lines,"Tom and Katie are arguing about parallel lines. 
Tom says \( \boldsymbol{y}=\mathbf{5} \boldsymbol{x}+\mathbf{7} \) and \( \boldsymbol{y}=\mathbf{3 x + 7} \) are parallel. 
Katie says \( \boldsymbol{y}=\mathbf{5} \boldsymbol{x}+\mathbf{7} \) and \( \boldsymbol{y}=\mathbf{5} \boldsymbol{x}-\mathbf{2 2} \) are parallel. 
Who is correct?",B,954,262,AnswerCText,Both Tom and Katie,MisconceptionCId,585.0
1397,Multiply a decimal by an integer. Multiplying and Dividing with Decimals. \( 0.4 \times 5= \),Multiply a decimal by an integer,Multiplying and Dividing with Decimals,\( 0.4 \times 5= \),A,311,224,AnswerCText,\( 0.20 \),MisconceptionCId,2481.0
1398,Recognise a reciprocal graph from its shape. Cubics and Reciprocals. Which of the following is most likely to be the graph of a reciprocal function?,Recognise a reciprocal graph from its shape,Cubics and Reciprocals,Which of the following is most likely to be the graph of a reciprocal function?,B,3183,57,AnswerCText,"![A curved graph that starts in the top left, travels steeply down and right, turns to travel steeply up and right, to the origin, where it turns around to travel down and right again.]()",MisconceptionCId,383.0
1399,"Recognise the angles around a point relationship. Basic Angle Facts (straight line, opposite, around a point, etc). What is the relationship between these two angles? ![\( \theta \)]()",Recognise the angles around a point relationship,"Basic Angle Facts (straight line, opposite, around a point, etc)",What is the relationship between these two angles? ![\( \theta \)](),D,1740,181,AnswerCText,They add together to make \[180\degree\],MisconceptionCId,2266.0
1401,"Write algebraic expressions with correct algebraic convention. BIDMAS. \( a, b \) and \( c \) are different numbers
\(
\frac{a+b}{c}=(a+b) \div c
\)
Is the above relationship...",Write algebraic expressions with correct algebraic convention,BIDMAS,"\( a, b \) and \( c \) are different numbers
\(
\frac{a+b}{c}=(a+b) \div c
\)
Is the above relationship...",A,3132,33,AnswerCText,never true,MisconceptionCId,1207.0
1402,"Describe the meaning algebraic terms with no powers. Writing Expressions. Which statement correctly describes the following algebraic expression?
\(
3+a b
\)",Describe the meaning algebraic terms with no powers,Writing Expressions,"Which statement correctly describes the following algebraic expression?
\(
3+a b
\)",A,1269,70,AnswerCText,"""Add three to a and then multiply by b.""",MisconceptionCId,1507.0
1403,"Given the area of a trapezium, calculate a missing dimension. Area of Simple Shapes. The area of this trapezium is \( 45 \mathrm{~cm}^{2} \). What would the perpendicular height, \( h \), of the trapezium be? ![A trapezium with the parallel sides a and b labelled as 10cm and 5cm and the perpendicular height labelled with h]()","Given the area of a trapezium, calculate a missing dimension",Area of Simple Shapes,"The area of this trapezium is \( 45 \mathrm{~cm}^{2} \). What would the perpendicular height, \( h \), of the trapezium be? ![A trapezium with the parallel sides a and b labelled as 10cm and 5cm and the perpendicular height labelled with h]()",D,2585,75,AnswerCText,\( h=9 \mathrm{~cm} \),MisconceptionCId,1883.0
1412,Convert fractions less than 1 to terminating decimals of 3 or more decimal places. Converting between Fractions and Decimals. Convert \( \frac{97}{250} \) into a decimal,Convert fractions less than 1 to terminating decimals of 3 or more decimal places,Converting between Fractions and Decimals,Convert \( \frac{97}{250} \) into a decimal,D,364,237,AnswerCText,\( 97.25 \),MisconceptionCId,2308.0
1414,"Understand the terms equilateral and regular, and recognise the notation for regular polygons. 2D Names and Properties of Shapes-Others. Tom and Katie are discussing regular polygons.
Tom says if all the angles are Katie says if all the sides are equal equal then the polygon must be length then the polygon must be regular regular
Who is correct?","Understand the terms equilateral and regular, and recognise the notation for regular polygons",2D Names and Properties of Shapes-Others,"Tom and Katie are discussing regular polygons.
Tom says if all the angles are Katie says if all the sides are equal equal then the polygon must be length then the polygon must be regular regular
Who is correct?",D,3207,1213,AnswerCText,Both Tom and Katie,MisconceptionCId,570.0
1418,"Identify non-unit fractions when part of a shape. Converting Mixed Number and Improper Fractions. What mixed number fraction is represented below? ![Four bars, each split into six equal parts. In three of the shapes, all six parts are shaded. In the fourth shape, five out of six parts are shaded.]()",Identify non-unit fractions when part of a shape,Converting Mixed Number and Improper Fractions,"What mixed number fraction is represented below? ![Four bars, each split into six equal parts. In three of the shapes, all six parts are shaded. In the fourth shape, five out of six parts are shaded.]()",B,399,229,AnswerCText,\( \frac{23}{6} \),MisconceptionCId,687.0
1419,"Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one. Sequences-Others. What is the 7th pattern in this sequence? ![Three consecutive patterns in a sequence. The first pattern is 1 orange square. The second pattern is 3 orange squares arranged as an incomplete rectangle of base 2 and height 2, with the top left orange square missing. The third pattern is 5 orange squares arranged as an incomplete rectangle of base 3 and height 2, with the top left orange square missing.]()",Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,Sequences-Others,"What is the 7th pattern in this sequence? ![Three consecutive patterns in a sequence. The first pattern is 1 orange square. The second pattern is 3 orange squares arranged as an incomplete rectangle of base 2 and height 2, with the top left orange square missing. The third pattern is 5 orange squares arranged as an incomplete rectangle of base 3 and height 2, with the top left orange square missing.]()",D,1137,1173,AnswerCText,"![11 orange squares arranged as an incomplete rectangle of base 6 and height 2, with the top left orange square missing.]()",MisconceptionCId,713.0
1420,"Find another power of 10 more than a given number. Place Value. What number is \( 10,000 \) more than \( 298,603 \) ?",Find another power of 10 more than a given number,Place Value,"What number is \( 10,000 \) more than \( 298,603 \) ?",D,48,202,AnswerCText,"\( 208,603 \)",MisconceptionCId,1383.0
1424,"Convert from mixed number fractions to improper fractions. Converting Mixed Number and Improper Fractions. Convert this into an improper fraction:
\(
4 \frac{2}{3}
\)",Convert from mixed number fractions to improper fractions,Converting Mixed Number and Improper Fractions,"Convert this into an improper fraction:
\(
4 \frac{2}{3}
\)",B,422,229,AnswerCText,\( \frac{11}{3} \),MisconceptionCId,1479.0
1426,"Identify a unit of length. Volume and Capacity Units. George has answered a question on perimeter and worked out an answer of \( 310 \).

Behind the star he has written the units that he used.

Which of the following units is definitely wrong? \( 310 \color{yellow} \bigstar\)",Identify a unit of length,Volume and Capacity Units,"George has answered a question on perimeter and worked out an answer of \( 310 \).

Behind the star he has written the units that he used.

Which of the following units is definitely wrong? \( 310 \color{yellow} \bigstar\)",D,2012,197,AnswerCText,\( f t \),MisconceptionCId,719.0
1427,"Solve one-step linear equations requiring addition or subtraction, with all positive integers. Linear Equations. Isaac is solving an equation. This is the left-hand side of two lines of working from Isaac's book. Isaac always records what operation he has done to both sides of the equation.
What operation should replace the star? ![The image shows two lines of working and an arrow from the top line to the bottom line with a star next to it where the operation would be labelled. The top line of working is x + 7 = ..., and the bottom line is x = ...]()","Solve one-step linear equations requiring addition or subtraction, with all positive integers",Linear Equations,"Isaac is solving an equation. This is the left-hand side of two lines of working from Isaac's book. Isaac always records what operation he has done to both sides of the equation.
What operation should replace the star? ![The image shows two lines of working and an arrow from the top line to the bottom line with a star next to it where the operation would be labelled. The top line of working is x + 7 = ..., and the bottom line is x = ...]()",D,1458,64,AnswerCText,\( \div 7 \),MisconceptionCId,674.0
1428,"Given the sketch of a curve in the form (x + a)(x + b), work out its factorised form. Sketching from Factorised Form. Which of the following could be the equation of this curve? ![A graph of a quadratic curve that crosses the x axis at (1,0) and (3,0) and crosses the y axis at (0,3).]()","Given the sketch of a curve in the form (x + a)(x + b), work out its factorised form",Sketching from Factorised Form,"Which of the following could be the equation of this curve? ![A graph of a quadratic curve that crosses the x axis at (1,0) and (3,0) and crosses the y axis at (0,3).]()",B,996,266,AnswerCText,\( y=(x+1)(x-3) \),MisconceptionCId,1697.0
1432,"Complete missing number mental subtraction problems with numbers over 1000. Mental Addition and Subtraction. A \( 4 \) digit number belongs in this box to make the calculation true
\(
\square -7806=1253
\)
What is the \( 4^{\text {th }} \) digit of the number that belongs in the box?",Complete missing number mental subtraction problems with numbers over 1000,Mental Addition and Subtraction,"A \( 4 \) digit number belongs in this box to make the calculation true
\(
\square -7806=1253
\)
What is the \( 4^{\text {th }} \) digit of the number that belongs in the box?",A,3212,203,AnswerCText,\( 8 \),MisconceptionCId,2321.0
1433,Carry out addition problems involving two negative integers . Adding and Subtracting Negative Numbers. \( (-9)+(-4)= \),Carry out addition problems involving two negative integers ,Adding and Subtracting Negative Numbers,\( (-9)+(-4)= \),D,247,211,AnswerCText,\( 13 \),MisconceptionCId,1639.0
1434,Generate a descending integer linear sequence from the nth term rule. Quadratic Sequences. Tom and Katie are discussing sequences Tom says \( (2 n+1)^{2} \) would produce a linear sequence Katie says \( 1-\frac{n}{2} \) would produce a linear sequence Who is correct?,Generate a descending integer linear sequence from the nth term rule,Quadratic Sequences,Tom and Katie are discussing sequences Tom says \( (2 n+1)^{2} \) would produce a linear sequence Katie says \( 1-\frac{n}{2} \) would produce a linear sequence Who is correct?,B,1102,172,AnswerCText,Both Tom and Katie,MisconceptionCId,1198.0
